disasterNumber,state,county,ia_totalApprovedIhp,denial_multiplier,d_i,population,ia_validRegistrations,n_i,fema_per_capita,fema_per_applicant,x_i,pct_need_met,per_applicant_alloc
4337,FL,Monroe County,66865217.900000006,1.4285714285714286,95521739.85714288,76556.0,39479.0,2419.558242537624,873.4157727676472,1693.690769776337,57433097.21652815,60.125681653644456,1454.775886332687
4337,FL,Nassau County,3010929.84,1.4285714285714286,4301328.342857143,83024.0,6391.0,673.0290006035273,36.26577664289844,471.1203004224691,430132.8342857143,10.0,67.30290006035273
4337,FL,Okeechobee County,2199480.82,1.4285714285714286,3142115.457142857,41248.0,5255.0,597.9287263830365,53.32333252521334,418.5501084681256,314211.5457142857,10.0,59.79287263830365
4337,FL,Orange County,47857927.81,1.4285714285714286,68368468.30000001,1357720.0,162422.0,420.93108261196153,35.24874628789441,294.65175782837304,6836846.830000002,10.0,42.09310826119616
4337,FL,Osceola County,10793412.12,1.4285714285714286,15419160.17142857,353306.0,36527.0,422.1304835170852,30.549756075469983,295.49133846195963,1541916.0171428572,10.0,42.21304835170852
4337,FL,Palm Beach County,56678065.39,1.4285714285714286,80968664.84285715,1470583.0,158081.0,512.1973218973637,38.54122167194915,358.53812532815454,8096866.484285716,10.0,51.219732189736376
4337,FL,Pasco County,16644296.58,1.4285714285714286,23777566.542857144,525533.0,47515.0,500.4223201695705,31.67126817916287,350.2956241186994,2377756.6542857145,10.0,50.04223201695706
4337,FL,Pinellas County,45827196.75,1.4285714285714286,65467423.92857143,968886.0,145023.0,451.4278695694575,47.29885327066342,315.9995086986202,6546742.392857144,10.0,45.14278695694575
4337,FL,Polk County,40187301.0,1.4285714285714286,57410430.0,685790.0,102837.0,558.2662854809067,58.60001020720629,390.7863998366347,5741043.0,10.0,55.82662854809067
4337,FL,Putnam County,6766261.58,1.4285714285714286,9666087.971428571,73418.0,14001.0,690.3855418490516,92.16079953145004,483.26987929433614,966608.7971428572,10.0,69.03855418490517
4337,FL,Sarasota County,10364330.25,1.4285714285714286,14806186.07142857,420073.0,30599.0,483.8781029258659,24.672688437485867,338.71467204810614,1480618.6071428573,10.000000000000002,48.3878102925866
4337,FL,Seminole County,20161483.53,1.4285714285714286,28802119.32857143,463052.0,56959.0,505.6640623706777,43.54043072916217,353.96484365947435,2880211.932857143,10.0,50.566406237067774
4337,FL,St. Johns County,6491986.11,1.4285714285714286,9274265.871428572,244067.0,12344.0,751.3177147949264,26.59919657307215,525.9224003564485,927426.5871428573,10.0,75.13177147949266
4337,FL,St. Lucie County,12439541.44,1.4285714285714286,17770773.485714287,313207.0,32878.0,540.5065236849653,39.71667759660544,378.3545665794756,1777077.3485714288,10.0,54.05065236849653
4337,FL,Sumter County,2803720.93,1.4285714285714286,4005315.6142857145,125298.0,7081.0,565.6426513607844,22.3764220498332,395.9498559525491,400531.56142857147,10.0,56.56426513607845
4337,FL,Suwannee County,1622039.5699999998,1.4285714285714286,2317199.385714285,44125.0,5191.0,446.3878608580785,36.760103569405096,312.47150260065496,231719.93857142853,10.0,44.638786085807844
4337,FL,Union County,469412.49,1.4285714285714286,670589.2714285714,15455.0,1320.0,508.02217532467535,30.37285603364607,355.6155227272727,67058.92714285715,10.000000000000002,50.80221753246754
4337,FL,Volusia County,24976178.31,1.4285714285714286,35680254.72857143,538755.0,62206.0,573.5822063558408,46.35906545646908,401.50754444908847,3568025.4728571433,10.0,57.35822063558408
4337,GA,Bulloch County,0.0,1.4285714285714286,0.0,76046.0,2.0,0.0,0.0,0.0,0.0,,0.0
4337,GA,Chatham County,500.0,1.4285714285714286,714.2857142857143,289771.0,1.0,714.2857142857143,0.0017255004814146,500.0,71.42857142857143,10.0,71.42857142857143
4337,GA,Dougherty County,0.0,1.4285714285714286,0.0,89537.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,Anasco,0.0,1.4285714285714286,0.0,26645.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,Fajardo,0.0,1.4285714285714286,0.0,33408.0,2.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,Guayama,0.0,1.4285714285714286,0.0,39225.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,Humacao,0.0,1.4285714285714286,0.0,53084.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,Juana Diaz,0.0,1.4285714285714286,0.0,47816.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,Las Piedras,0.0,1.4285714285714286,0.0,36239.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,PR,San Juan,0.0,1.4285714285714286,0.0,356296.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,SC,Cherokee County,0.0,1.4285714285714286,0.0,56974.0,1.0,0.0,0.0,0.0,0.0,,0.0
4337,TX,Blanco County,500.0,1.4285714285714286,714.2857142857143,11473.0,1.0,714.2857142857143,0.0435805804933321,500.0,71.42857142857143,10.0,71.42857142857143
4337,TX,Burnet County,0.0,1.4285714285714286,0.0,46592.0,1.0,0.0,0.0,0.0,0.0,,0.0
4338,FL,Volusia County,0.0,1.4285714285714286,0.0,538755.0,1.0,0.0,0.0,0.0,0.0,,0.0
4338,GA,Camden County,2317215.03,1.4285714285714286,3310307.1857142854,53211.0,4846.0,683.1009462885443,43.547669278908494,478.17066240198096,331030.71857142856,10.0,68.31009462885443
4338,GA,Charlton County,291886.79,1.4285714285714286,416981.1285714285,12779.0,731.0,570.4256204807504,22.84112919633774,399.29793433652526,41698.11285714285,10.0,57.042562048075034
4338,GA,Chatham County,4852210.88,1.4285714285714286,6931729.828571429,289771.0,22734.0,304.9058603224874,16.744984418730652,213.43410222574119,693172.9828571429,10.0,30.490586032248743
4338,GA,Coffee County,221990.9,1.4285714285714286,317129.8571428572,42871.0,681.0,465.68260960771977,5.178113409997434,325.9778267254038,31712.98571428572,10.0,46.56826096077199
4338,GA,Glynn County,4613225.220000001,1.4285714285714286,6590321.742857144,84836.0,11081.0,594.7407041654313,54.37815573577256,416.31849291580187,659032.1742857145,10.000000000000002,59.474070416543135
4338,GA,Liberty County,713130.16,1.4285714285714286,1018757.3714285716,61819.0,2088.0,487.9106185002737,11.535776379430272,341.5374329501916,101875.73714285716,10.0,48.791061850027376
4338,GA,McIntosh County,629344.69,1.4285714285714286,899063.8428571428,14092.0,1552.0,579.2937131811487,44.65971402214021,405.50559922680407,89906.38428571429,10.0,57.929371318114875
4339,PR,Adjuntas,11966670.85,2.5,29916677.125,18503.0,5668.0,5278.171687544107,646.7421958601308,2111.2686750176426,24469746.990408655,81.79299755841001,4317.17483952164
4339,PR,Aguada,18512696.35,2.5,46281740.875,39260.0,12603.0,3672.279685392367,471.54091569027,1468.9118741569469,34181858.976259604,73.85603551210325,2712.20018854714
4339,PR,Aguadilla,16253298.64,2.5,40633246.6,56765.0,17500.0,2321.899805714286,286.3260572535894,928.7599222857143,23766395.254507013,58.490022932371375,1358.079728828972
4339,PR,Aguas Buenas,12545060.45,2.5,31362651.125,25515.0,8043.0,3899.3722647022255,491.6739349402312,1559.74890588089,23643040.778016012,75.38597640800053,2939.5798555285355
4339,PR,Aibonito,17329419.28,2.5,43323548.2,25030.0,8216.0,5273.0706183057455,692.3459560527367,2109.228247322298,35435628.7214426,81.79299755841005,4313.002522084056
4339,PR,Anasco,17026167.990000002,2.5,42565419.97500001,26645.0,9113.0,4670.846041369473,639.0004875211109,1868.3384165477892,33822167.12692655,79.4592585878193,3711.419634250691
4339,PR,Arecibo,40988338.14,2.5,102470845.35,90083.0,29859.0,3431.8244197729327,455.0063623547173,1372.7297679091732,73728288.31909,71.95050266957712,2469.2149207639236
4339,PR,Arroyo,9687821.89,2.5,24219554.725,16888.0,5913.0,4095.984225435481,573.6512251302701,1638.3936901741927,18550316.06648676,76.59230847600466,3137.208873074034
4339,PR,Barceloneta,12577487.52,2.5,31443718.8,23364.0,8321.0,3778.8389376276887,538.3276630713918,1511.5355750510755,23467245.19378793,74.63253740135829,2820.243383462075
4339,PR,Barranquitas,21622585.59,2.5,54056463.975,29466.0,9848.0,5489.08041988221,733.8147556505803,2195.6321679528837,44602218.76066194,82.51042610054839,4529.063643446581
4339,PR,Bayamon,48970302.84,2.5,122425757.1,191556.0,63254.0,1935.4626916874824,255.6448393159181,774.185076674993,61529333.28456097,50.25848705538532,972.7342663635654
4339,PR,Cabo Rojo,6757031.19,2.5,16892577.975,48455.0,14291.0,1182.0431023021483,139.44961696419358,472.8172409208593,3142967.725849325,18.605613249207597,219.92636805327302
4339,PR,Caguas,39068627.21,2.5,97671568.025,131805.0,42621.0,2291.6301359658387,296.4123304123516,916.6520543863354,56718592.7838174,58.07073023471858,1330.7663542342368
4339,PR,Camuy,9667489.08,2.5,24168722.7,33505.0,10439.0,2315.233518536258,288.5386981047605,926.0934074145033,14136291.449691253,58.4900229323714,1354.1806159298067
4339,PR,Canovanas,34459216.99,2.5,86148042.47500001,44034.0,15853.0,5434.179175865767,782.5593175727847,2173.6716703463067,70928925.75621608,82.33376373792767,4474.164243752985
4339,PR,Carolina,29855523.63,2.5,74638809.075,160905.0,52065.0,1433.569750792279,185.54751953015756,573.4279003169115,24447577.309514493,32.75451151015634,469.5587690293766
4339,PR,Catano,8664934.27,2.5,21662335.675,24532.0,7708.0,2810.370481966788,353.2094517365074,1124.148192786715,14233402.152665082,65.7057593705905,1846.5752663032022
4339,PR,Cayey,21283934.9,2.5,53209837.25,43477.0,14482.0,3674.205030382544,489.5446994962854,1469.6820121530175,39298676.295292325,73.85603551210322,2713.6221720268145
4339,PR,Ceiba,5672614.069999999,2.5,14181535.175,11961.0,4091.0,3466.520453434368,474.2591815065629,1386.6081813737471,10243464.33797865,72.23099764288142,2503.9023070101807
4339,PR,Ciales,15244663.21,2.5,38111658.025000006,17539.0,6049.0,6300.489010580262,869.1865676492389,2520.1956042321044,32320974.95621836,84.80600590773788,5343.193082529073
4339,PR,Cidra,18274288.02,2.5,45685720.05,41094.0,13318.0,3430.37393377384,444.6947977806979,1372.149573509536,32871105.22419079,71.95050266957715,2468.171288796425
4339,PR,Coamo,17070069.82,2.5,42675174.55,36250.0,12203.0,3497.105183151684,470.8984777931034,1398.8420732606737,30943209.025572937,72.50868766645253,2535.705074618777
4339,PR,Comerio,17731063.55,2.5,44327658.875,19502.0,6583.0,6733.65621677047,909.1920597887396,2693.462486708188,37986656.50033113,85.6951561720191,5770.417211048327
4339,PR,Corozal,25628773.43,2.5,64071933.575,35371.0,11230.0,5705.425963935886,724.5702250431144,2282.1703855743544,53307582.89711988,83.19958509558664,4746.890729930533
4339,PR,Culebra,898063.8,2.5,2245159.5,1824.0,564.0,3980.779255319149,492.3595394736842,1592.3117021276596,1703532.6303632413,75.87579547748128,3020.4479261759598
4339,PR,Dorado,16621184.79,2.5,41552961.975,36721.0,11113.0,3739.1309254926655,452.634317965197,1495.6523701970664,30905555.8258728,74.37630040541244,2781.027249696104
4339,PR,Fajardo,8685887.86,2.5,21714719.65,33408.0,11288.0,1923.699472891566,259.9942486829502,769.4797891566265,10913489.564408459,50.2584870553853,966.8222505677231
4339,PR,Florida,6460300.81,2.5,16150752.025,12058.0,4183.0,3861.04518885967,535.7688513849725,1544.4180755438679,12135247.061647654,75.1373499070713,2901.087033623632
4339,PR,Guanica,4454226.3,2.5,11135565.75,15372.0,5783.0,1925.5690385613004,289.7623145979703,770.2276154245201,5596566.871007672,50.258487055385324,967.7618659878387
4339,PR,Guayama,25784427.800000004,2.5,64461069.500000015,39225.0,12802.0,5035.234299328231,657.3467890376037,2014.0937197312924,52119795.79374608,80.85468670938832,4071.222917805505
